"name","address","lat","lng"
"Childtime of Chula Vista","770 Rancho Del Rey Pkwy, Chula Vista, CA 91910, USA",32.64526,-117.032531
"Veronica's Family Child Care","507 Moss St, Chula Vista, CA 91911, USA",32.6138864,-117.0814946
"La Petite Academy of Chula Vista","798 E J St, Chula Vista, CA 91910, USA",32.6317728,-117.0270887
"Sweet Pea Chistian DayCare & Preschool","Terra Nova, Chula Vista, CA 91910, United States",32.640459,-117.049498
"Yuki's Family Child Care","1353 Caminito Veranza #1, Chula Vista, CA 91915, USA",32.631538,-116.963581
"Park Village Center Daycare","1256 Third Ave #29, Chula Vista, CA 91911, USA",32.6085742,-117.0674613
"Chula Vista KinderCare","1101 Paseo Ladera, Chula Vista, CA 91910, USA",32.627259,-117.018626
"Eastlake KinderCare","2354 Fenton St, Chula Vista, CA 91914, USA",32.650672,-116.964253
"A Louis Family Daycare","243 E Oneida St, Chula Vista, CA 91911, USA",32.61504,-117.045651
"Safari Daycare","1086 Morgan Hill Dr, Chula Vista, CA 91913, USA",32.6325876,-116.9950378
"Cinthia's Daycare LIC#376624997","766 Oaklawn Ave, Chula Vista, CA 91910, USA",32.6206869,-117.089748
"Parents Choice Child Daycare","509 Beacon Pl, Chula Vista, CA 91910, USA",32.643048,-117.040354
"Bright Minds Child Care","1091 Winding Oak Dr, Chula Vista, CA 91910, USA",32.627947,-117.020123
"Chula Vista Child Care Inc","Chula Vista, CA 91912, USA",32.6267051,-117.0140069
"Esperanza's Child Care","424 Moss St, Chula Vista, CA 91911, USA",32.6158893,-117.0756617
"Anita Kay Holman Family DayCare","382 Naples St, Chula Vista, CA 91911, USA",32.61306,-117.07255
"Smile Factory DayCare","773 Whispering Trails Dr, Chula Vista, CA 91914, USA",32.657034,-116.9610272
"Keen Kiddos Place","Chula Vista, CA 91915, USA",32.639043,-116.963709
"Sandra’s Family Child Care","1230 Mission Ave, Chula Vista, CA 91911, USA",32.615598,-117.04365
"Nickys Day Care","446 E St, Chula Vista, CA 91910, USA",32.642838,-117.086908
"Escalante Family Day Care","379 J St, Chula Vista, CA 91910, USA",32.6268037,-117.0777763
"Wee Care Preschool","73 N 2nd Ave, Chula Vista, CA 91910, USA",32.6556647,-117.081447
"Little Angels Child Development Center","406 I St, Chula Vista, CA 91910, USA",32.6294328,-117.080215
"Day Care","139 Jamul Ave, Chula Vista, CA 91911, USA",32.6200607,-117.0522157
"A+ Preschool & Family Childcare","629 Guava Ave, Chula Vista, CA 91910, USA",32.6285485,-117.0801207
"Day care","Apache Dr, Chula Vista, CA 91910, USA",32.6377912,-116.9941219
"Baby Angels Center","618 4th Ave, Chula Vista, CA 91910, USA",32.6290906,-117.0800748
"CDA Hilltop Child Development Center","690 Corte Maria Ave, Chula Vista, CA 91910, USA",32.630811,-117.0639495
"Kids On The Go","2015 Birch Rd #1703, Chula Vista, CA 91915, USA",32.6234598,-116.9643026
"Kadies Kids","1058 Misty Creek St, Chula Vista, CA 91913, USA",32.6213539,-117.011257
"Orange Ave Preschool","95 Orange Ave, Chula Vista, CA 91911, USA",32.6011205,-117.0563522
"Sefi Day School","380 Telegraph Canyon Rd, Chula Vista, CA 91910, USA",32.6283929,-117.0468273
"Jacobo Family Day Care","120 Prospect St, Chula Vista, CA 91911, USA",32.6072123,-117.0586061
